Activity Date,Process Date,Settle Date,Instrument,Description,Trans Code,Quantity,Price,Amount
7/2/24,7/2/24,7/3/24,TSLA,TSLA 7/19/2024 Call $225.00,BTC,1,$10.79 ,"($1,079.03)"
7/2/24,7/2/24,7/3/24,AAPL,AAPL 7/19/2024 Call $222.50,STO,1,$1.92 ,$191.95 
7/2/24,7/2/24,7/3/24,AMZN,AMZN 7/26/2024 Call $210.00,STO,1,$2.58 ,$257.95 
7/2/24,7/2/24,7/3/24,TSLA,TSLA 7/19/2024 Call $225.00,STO,1,$6.85 ,$684.94 
6/28/24,6/28/24,7/1/24,NVDA,"NVIDIA
CUSIP: 67066G104",Buy,20,$124.57 ,"($2,491.40)"
6/27/24,6/27/24,6/27/24,,ACAT In Bonus Interest Payment,ABIP,,,$912.60 
6/27/24,6/27/24,6/27/24,TSLA,"Tesla
CUSIP: 88160R101",ACATI,100,,
6/27/24,6/27/24,6/27/24,C,"Citigroup
CUSIP: 172967424",ACATI,100,,
6/27/24,6/27/24,6/27/24,AAPL,"Apple
CUSIP: 037833100",ACATI,200,,
6/27/24,6/27/24,6/27/24,AMZN,"Amazon
CUSIP: 023135106",ACATI,100,,
6/27/24,6/27/24,6/27/24,,"ACAT IN control_num = 20241760060289, firm_id = 0164, acct_num = 10979563",ACATI,,,"$3,487.01 "
6/25/24,6/25/24,6/26/24,NVDA,NVDA 7/19/2024 Put $121.00,STO,1,$4.40 ,$439.94 
6/24/24,6/24/24,6/24/24,,Wire deposit,ICWIRE,,,"$5,000.00 "
6/24/24,6/24/24,6/25/24,,ACH CANCEL,ACH,,,"($5,000.00)"
6/24/24,6/24/24,6/25/24,,ACH Deposit,ACH,,,"$5,000.00 "
6/24/24,6/24/24,6/25/24,NVDA,NVDA 7/12/2024 Call $132.00,STO,1,$2.14 ,$213.95 
6/24/24,6/24/24,6/24/24,,ACAT In Bonus Interest Payment,ABIP,,,$315.64 
6/24/24,6/24/24,6/24/24,NVDA,"NVIDIA
CUSIP: 67066G104",ACATI,200,,
6/24/24,6/24/24,6/24/24,,"ACAT IN control_num = 20241700043490, firm_id = 0164, acct_num = 10979563",ACATI,,,"$6,250.06 "
6/11/24,6/11/24,6/13/24,,ACH Deposit,ACH,,,"$1,000.00 "
